text,label
""" The market is now trying to teach them that lesson again,"" he added.",neutral
This official said there was not a significant amount of pressure being exerted by lawmakers on Lyng to make an EEP offer to Moscow.,neutral
The document outlines the steps required to submit a request and the expected turnaround time.,neutral
"However, the official said the final figure would be "" much less than that cited in earlier comments.""",neutral
I highly recommend it.,positive
"you'll laugh at either the obviousness of it all or its stupidity or maybe even its inventiveness, but the point is, you'll laugh.",positive
"brainless, but enjoyably over-the-top, the retro gang melodrama, deuces wild represents fifties teen-gang machismo in a way that borders on rough-trade homo-eroticism.",negative
sayles is making a statement about the inability of dreams and aspirations to carry forward into the next generation.,positive
the film starts out as competent but unremarkable... and gradually grows into something of considerable power.,positive
This phone is very slow.,negative
kaufman creates an eerie sense of not only being there at the time of these events but the very night matthew was killed.,positive
"a chilly, remote, emotionally distant piece... so dull that its tagline should be:'in space, no one can hear you snore.'",negative
mr. soderbergh's direction and visual style struck me as unusually and unimpressively fussy and pretentious.,negative
This car drives beautifully.,positive
... there are enough moments of heartbreaking honesty to keep one glued to the screen.,positive
children and adults enamored of all things pokemon won't be disappointed.,negative
U. N. Conference formally adopts new International Natural Rubber Agreement - chairman,neutral
"overall, the film misses the brilliance of jelinek's novel by some way. it settles for being merely grim.",negative
"Creditanstalt, Austria ' s largest bank, holds majority interests in 10 medium - sized and large Austrian companies.",neutral
I absolutely love this product; it works perfectly every single time I use it.,positive
In the first quarter of this year sales were hit by the cold weather at the start of the year.,neutral
"La Roche said he may buy more, and possible all NECO shares.",neutral
"The customer service team was friendly, patient, and genuinely helpful throughout the whole process.",positive
the satire is just too easy to be genuinely satisfying.,negative
"greene delivers a typically solid performance in a role that is a bit of a departure from the noble characters he has played in the past, and he is matched by schweig, who carries the film on his broad, handsome shoulders.",positive
"the film occasionally tries the viewer's patience with slow pacing and a main character who sometimes defies sympathy, but it ultimately satisfies with its moving story.",positive
they ought to be a whole lot scarier than they are in this tepid genre offering.,negative
"same song, second verse, coulda been better, but it coulda been worse.",positive
"a vivid, spicy footnote to history, and a movie that grips and holds you in rapt attention from start to finish.",positive
I'm very impressed.,positive
But they claimed it was a once - off phenomenon that should have no knock - on impact on the rest of the year.,neutral
""" It really does not mean that, he took the opportunity as it came up,"" one official said.",neutral
"while not quite "" shrek "" or monsters, inc. "", it's not too bad. it's worth taking the kids to.",positive
"it's incredible the number of stories the holocaust has generated. just when you think that every possible angle has been exhausted by documentarians, another new film emerges with yet another remarkable yet shockingly little-known perspective.",positive
"if you're looking for an intelligent movie in which you can release your pent up anger, enough is just the ticket you need.",positive
The garden looks beautiful.,positive
It denied an Iranian report that an Iraqi jet was shot down.,neutral
"sadly,'garth' hasn't progressed as nicely as'wayne.'",negative
